concept_id,arabic_words,gloss,has_example,parent_id,data_source
41042,أَرْشٌ,وهو اسم للمال الواجب على ما دون النفس,False,293264.0,38
41043,اِرْتِثاثٌ,في الشرع أن يرتفق المجروح بشيء من مرافق الحياة أو يثبت له حكم من أحكام الأحياء كالأكل والشرب والنوم وغيرها,False,293226.0,38
41044,الأرين,محلّ الاعتدال في الأشياء وهي نقطة في الأرض مستوي معها ارتفاع القطبين فلا يأخذ هناك الليل من النهار ولا النهار من الليل وقد نقل عرفاً الى محلّ الاعتدال مطلقاً,False,293300.0,38
41045,أَزَلٌ,استمرار الوجود في أزمنة مقدّرة غير متناهية في جانب الماضي كما أنّ الأبد استمرار الوجود في أزمنة مقدّرة غير متناهية في جانب المستقبل,False,293228.0,38
41046,أَزَليٌّ,ما لا يكون مسبوقا بالعدم اعلم أن الموجود أقسام ثلاثة لا رابع لها فإنّه إمّا أزلي أبديّ وهو الله سبحانه وتعالى أو لا أزلي ولا أبديّ وهو الدنيا أو أبديّ غير أزلي وهو الآخرة وعكسه محال فإنّ ما ثبت قِدَمُ,False,293264.0,38
41047,أَزَليٌّ,الذي لم يكن ليس والذي لم يكن ليس لا علّة له في الوجود,False,293264.0,38
41048,أَزَارِقَةٌ,وهو نافع بن أزرق قالوا كفّر علي رضي الله عنه بالتحكيم وابن مِلْجَم مُحِق وكفّرت الصحابة رضي الله عنهم وقَضَوا بتخليدهم في النار,False,293867.0,38
41049,اِسْتِقْبَالٌ,ما يترقّب وجوده بعد زمانك الذي أنت فيه,False,293573.0,38
41050,اِسْتِسْقَاءٌ,وهو طلب المطر عند طول انقطاعه,False,293253.0,38
41051,اِسْتِدْلَالٌ,تقرير الدليل لإثبات المدلول سواء كان ذلك من الأثر الى المؤثّر فيسمّى استدلالاً آنيّاً أو بالعكس فيسمّى استدلالاً لِميّا أو من أحد الأثرين الى الآخر,False,293253.0,38
41054,اِسْتِفْهَامٌ,استعلام ما في ضمير المخاطب وقيل هو طلب حصول صورة الشيء في الذهن فإن كان تلك الصورة وقوع نسبة بين شيئين أو لا وقوعها فحصولها هو التصديق وإلّا فهو التصوّر,False,293253.0,38
41055,اِسْتِقْراءٌ3,هو الحكم على كلّىّ لوجوده في أكثر جزيئاته وإنّما قال في أكثر جزيئاته لأنّ الحكم لو كان في جميع جزيئاته لم يكن استقراء بل قياساً مقسّماً ويسمّى هذا استقراء لأن مقدّماته لا تحصل إلّا بتتبّع الجزيئات كقو,False,293253.0,38
41059,اِسْتِحَاضَةٌ,دم تراه المرأة أقلّ من ثلاثة أيّام أو أكثر من عشرة أيام في الحيض ومن أربعين في النفاس,False,293304.0,38
41061,الاستطاعة والقدرة والقوة والوسع والطاقة,متقاربة المعنى في اللغة وأما في عرف المتكلمين عبارة عن صفة بها يتمكن الحيوان الفعل والترك,False,293222.0,38
41062,الاستطاعة الحقيقية,وهي القدرة التامّة التي يجب عندها صدور الفعل فهي لا تكون إلا مقارنة للفعل,False,293222.0,38
41063,الاستطاعة الصحيحة,وهي أن يرتفع الموانع من المرض وغيره,False,293222.0,38
41068,اِسْتِدَارَةٌ,كون السطح بحيث يحيط به خطّ واحد ويفرض في داخله نقطة تتساوى جميع الخطوط المستقيمة الخارجة منها إليه,False,293227.0,38
41069,اِسْتِدْرَاجٌ,أن يجعل الله تعالى العبد مقبول الحاجة وقتاً فوقتاً الى اقضاء عمره للابتدال بالبلاء والعذاب وقيل الاهانة بالنظر الى المال,False,293215.0,38
41070,اِسْتِدْرَاجٌ,هو أن تكون بعيداً من رحمة الله تعالى وقريباً الى العقاب تدريجاً,False,293226.0,38
41071,اِسْتِدْرَاجٌ,الدّنوّ الى عذاب الله بالإمهال قليلا فقليلاً,False,293215.0,38
41073,اِسْتِطْرَادٌ,سوق الكلام على وجه يلزم منه كلام آخر وهو غير مقصود بالذات بل بالعرض,False,293283.0,38
41074,اِسْتِعَارَةٌ,ادّعاء معنى الحقيقة في الشيء للمبالغة في التشبيه مع طرح ذكر المشبّه من البين كقولك لقيت أسداً وأنت تعني به الرجل الشجاع ثم إذا ذكر المشبّه به مع ذكر القرينة يسمّى استعارة تصريحية وتحقيقيّة نحو لقيت أس,False,293283.0,38
41075,الاستعارة التخيليّة,أن يستعمل مصدر الفعل في معنى غير ذلك المصدر على سبيل التشبيه لم يتبع فعله إليه في التشبيه الى غيره نحو كشف فإن مصدره هو الكشف فاستعير الكشف لإزالة ثم استعار كشف للازال تبعا لمصدره يعني كشف مشتقّ من ال,False,293283.0,38
41076,اِسْتِدْرَاكٌ,في اللغة طلب تدارك السامع,False,293253.0,38
41077,اِسْتِدْرَاكٌ,في الاصطلاح رفع توهّم تولَّدَ من كلام سابق,False,293253.0,38
41078,اِسْتِتْباعٌ,وهو المدح بشيء على وجه يستتبع المدح بشيء آخر,False,293283.0,38
41081,اِسْْتِعْجَالٌ,طلب تعجيل الأمر قبل مجيء وقته,False,293253.0,38
41082,اِسْتِصْحَابٌ,عبارة عن إبقاء ما كان على ما كان عليه لانعدام المغيّر,False,293283.0,38
41083,اِسْتِصْحَابٌ,هو الحكم الذي يثبت في الزمان الثاني بناء على الزمان الأول,False,293283.0,38
41084,اِسْتِنْبَاطٌ,استخراج الماء من العين من قولهم نبطاء بماء إذا خرج من منبعه,False,293215.0,38
41085,اِسْتِنْبَاطٌ,اصطلاحاً استخراج المعاني من النصوص بفرط الذهن وقوة القريحة,False,293215.0,38
41087,اِسْتِهْلَالٌ,أن يكون من الولد ما يدلّ على حياته من بكاء أو تحريك عضو أو عين,False,293252.0,38
41088,إِسْنَادٌ,نسبة أحد الجزئين الى الآخر أعمّ من أن يفيد المخاطب فائدة يصحّ السكوت عليها أو لا,False,293253.0,38
41089,إِسْنَادٌ,في عُرف النحاة عبارة عن ضمّ إحدى الكلمتين الى الأخرى على وجه الافادة التامّة أي على وجه يحسن السكوت عليه وفي اللغة إضافة الشيء الى الشيء,False,293283.0,38
41090,الاسناد في الحديث,أن يقول المحدّث حدّثنا فلان عن فلان عن رسول الله صلى الله عليه وسلم,False,293253.0,38
41092,اسلوب الحكيم,وهو عبارة عن ذكر الأهمّ تعريضاً للمتكلّم على تركه الأهمّ كما قال الخضر صلى الله عليه وسلم حين سلّم عليه موسى انكاراً لسلامه لان السلام لم يكن معهوداً في تلك الأرض بقوله أنَّي بأرضك السلام وقال موسى صل,False,293283.0,38
41093,إِسْلَامٌ,هو الخضوع والانقياد بما أخبره الرسول صلى الله عليه وسلم وفي الكشّاف أن كلّ ما يكون الاقرار باللسان من غير مواطأة القلب فهو اسلام وما واطئ فيه القلب واللسان فهو ايمان اقول هذا مذهب الشافعي وأما مذهب أب,False,293228.0,38
41099,اسطقسات,هو لفظ يوناني بمعنى الاصل وتسمّى العناصر الاربع التي هي الماء والارض واالهواء والنار اسطقسات لأنّها أصول المركّبات التي هي الحيوانات والنباتات والمعادن,False,293257.0,38
41101,الاسم الأعظم,هو الاسم الجامع لجميع الاسماء وقيل هو الله لأنّه اسم الذات الموصوفة بجميع الصفات أي المسمّاة بجميع الأسماء ويطلقون الحضرة الإلهيّة على حضرة الذات مع جميع الأسماء وعندنا هو اسم الذات الإلهيّة من حيث هي,False,293264.0,38
41102,الاسم المتمكّن,ما تغيّر آخره بتغيّر العوامل في أوله ولم يشابه الحرف نحو قولك هذا زيد ورأيت زيداً ومررت بزيد,False,293283.0,38
41104,الاسم التامّ,وهو الاسم الذي نُصب لتمامه أي لاستغنائه عن الاضافة وتمامه بأربعة اشياء بالتنوين او الاضافة او بنون التثنية أو الجمع,False,293283.0,38
41105,الاسماء المقصورة,هي أسماء في أواخرها ألف مفردة نحو حبلى وعصا ورحى,False,293203.0,38
41106,الاسماء المنقوصة,وهي أسماء في أواخرها ياء ساكنة قبلها كسرة كالقاضي,False,293203.0,38
41107,اسم إنّ وأخواتها,هو المسند اليه بعد دخول إنّ أو إحدى أخواتها,False,293203.0,38
41108,اسم لا لنفي الجنس,هو المسند اليه من معمولها,False,293203.0,38
41109,اسم لا لنفي الجنس,هو المسند اليه بعد دخولها تليها نكرة مضافاً أو مشبّهاً به مثل لا غلام رجل ولا عشرين درهماً لك,False,293203.0,38
41110,اسماء الأفعال,ما كان بمعنى الأمر أو الماضي مثل رويدَ زيداً أي أمْهِله وهيهات الامر أي بَعُدَ,False,293203.0,38
41111,اسماء العدد,ما وضعت لكميّة آحاد الاشياء أي المعدودات,False,293203.0,38
41112,اسم الفاعل,ما اشتقّ من يفعل لمن قام به الفعل بمعنى الحدوث وبالقيد الاخير خرج عنه الصفة المشبّهة واسم التفضيل لكونهما بمعنى الثبوت لا بمعنى الحدوث,False,293203.0,38
41113,اسم المفعول,ما اشتقّ من يُفْعَل لمن وقع عليه الفعل,False,293203.0,38
41114,اسم التفضيل,ما اشتقّ من فعل لموصوف بزيادة على غيره,False,293203.0,38
41115,اسم الزمان والمكان,مشتقّ من يفعل لزمان أو مكان وقع فيه الفعل,False,293203.0,38
41116,اسم الآلة,هو ما يعالج به الفاعل المفعول لوصول الأثر إليه,False,293203.0,38
41117,اسم الاشارة,ما وضع لمشار اليه ولم يلزم التعريف دَوْرِيَّاً أو بما هو أخفى منه أو بما هو مثله لأنه عرِف اسم الاشارة الاصطلاحيّة بالمشار اليه اللغوي المعلوم,False,293203.0,38
41118,الاسم المنسوب,وهو الاسم الملحق بآخره ياء مشدّدة مكسورة ما قبلها علامة للنسبة اليه كما ألحقت التاء علامة للتأنيث نحو بصريّ وهاشميّ,False,293283.0,38
41119,الاسواريّة,هم أصحاب الأسواري وافقوا النظاميّة فيما ذهبوا اليه وزادوا عليهم أن الله لا يقدر على ما أخبر بعدمه أو علم عدمه والانسان قادر عليه,False,293867.0,38
41120,الاسكافية,أصحاب أبي جعفر الاسكاف قالوا أن الله تعالى لا يقدر على ظلم العقلاء بخلاف ظلم الصبيان والمجانين فإنّه يقدر عليه,False,293867.0,38
41121,الاسحاقيّة,مثل النصيريّة قالوا حلّ الله في علي رضي الله عنه,False,293867.0,38
41122,إِسْمَاعِيْلِيَّةٌ,وهم الذين اثبتوا الأمامة لاسماعيل بن جعفر الصادق ومن مذهبهم أن الله تعالى لا موجود ولا معدوم ولا عالم ولا جاهل ولا قادر ولا عاجز وكذلك في جميع الصفات وذلك لأنّ الاثبات للحقيقيّة تقتضي المشاركة بينه وب,False,293867.0,38
41123,إِشْمامٌ,تهيئة الشفتين بالتلفّظ بالضمّ ولكن لا يتلفّظ به تنبيهاً على ضمّ ما قبلها أو على ضمّة للحرف الموقوف عليها ولا يشعر به الأعمى,False,293253.0,38
41124,الاشربة,وهي جمع شراب وهو كلّ مائع رقيق يشرب ولا يتأتّى فيه المضغ حراماً كان أو حلالاً,False,293254.0,38
41127,اِشْتِقاقٌ,نزع لفظ من آخر بشرط مناسبتهما معنى وتركيباً ومغايرتهما في الصيغة,False,293283.0,38
41128,الاشتقاق الصغير,وهو أن يكون بين اللفظين تناسب في الحروف والترتيب نحو ضَرَبَ من الضرب,False,293283.0,38
41129,الاشتقاق الكبير,وهو أن يكون بين اللفظين تناسب في اللفظ والمعنى دون ترتيب نحو جبذ من الجذب,False,293283.0,38
41130,الاشتقاق الأكبر,وهو أن يكون بين اللفظين تناسب في المخرج نحو نعق من النهق,False,293283.0,38
41131,الأشهر الحرم,أربعة رجب وذي القعدة وذو الحجة والمحرم واحد فرد وثلاثة سرد أي متتابعة,False,293759.0,38
41135,اِصْطِلاحٌ,عبارة عن اتّفاق قوم على تسمية الشيء باسم ما ينقل عن موضعه الأول,False,293253.0,38
41136,أصحاب الفرائض,وهم الذين لهم سهام مقدّرة,False,293867.0,38
41137,الأصوات,كل لفظ حكى به صوت نحو غاق حكاية صوت الغراب أو صُوِّتَ به للبهائم نحو نخ الاناخة البعير وقاع لزجر الغنم,False,293203.0,38
41140,الاضمار في العَروض,اسكان الحرف الثاني مثل اسكان تاء مُتَفاعِلُن ليبقى مُتْفاعِلُن فينقل الى مُستَفْعلن ويسمّى مضمراً,False,293253.0,38
41141,إِضْمَارٌ,اسقاط الشيء لا معنى الاضمار قبل الذكر جائز في خمسة مواضع الاول في ضمير الشأن مثل هو زيد قائم والثاني في ضمير ربّ نحو ربّه رجلا والثالث في ضمير نِعمَ نحو نِعمَ رجلا زيد والرابع في تنازع الفعلين نحو ضرب,False,293283.0,38
41142,أُضْحِيَةٌ|أُضْحِيَّةٌ,اسم لما يذبح في أيام النحر بنيّة القربة الى الله تعالى,False,293264.0,38
41144,إِطْنَابٌ,أداء المقصود بأكثر من العبارة المتعارفة,False,293253.0,38
41145,إِطْنَابٌ,أن يخبر للمطلوب يعني المعشوق بكلام طويل لأن كثرة الكلام عنه المطلوب مقصودة لأن كثرة الكلام توجب كثرة النظر هذا,False,293283.0,38
41146,الاطراد,وهو أن تأتي بأسماء الممدوح أو غيره واسماء آبائه على ترتيب الولادة من غير تكلّف كقوله أن يقتلوك فقد ثَلَلْت عروشهم بعتبة بن الحارث بن شهاب يقال ثلّ الله عروشهم أي هدم مُلكَهم,False,293215.0,38
41147,الأطرافيّة,هم عذّروا أهل الاطراف فيما لم يعرفوه من الشريعة ووافقوا أهل السنّة في أصولهم,False,293867.0,38
41148,الأعمال,الاضطراب في العمل وهو أبلغ من العمل,False,293226.0,38
41153,إِعْتَاقٌ,وهو إثبات القوّة الشرعيّة في المملوك,False,293252.0,38
41158,اِعْتِكَافٌ,هو في اللغة المقام والاحتباس,False,293215.0,38
41159,اِعْتِكَافٌ,في الشرع لبِثَ صائم في مسجد جمعة بنيّة,False,293215.0,38
41161,إِعْرابٌ,هو اختلاف آخر الكلمة باختلاف العوامل لفظاً وتقديراً,False,293283.0,38
41162,أَعْرابِيٌّ,هو الجاهل من العرب,False,293264.0,38
41164,إِعْلالٌ,تغيير حرف العلّة للتخفيف فقولنا تغيير شامل له ولتخفيف الهمزة والإبدال فلمّا قلنا حرف العلة خرج تخفيف الهمزة وبعض الابدال ممّا ليس بحرف العلّة كأصَيْلال في أصيلان لقرب المخرج بينهما ولمّا قلنا للتخفيف ,False,293283.0,38
41165,إِعْجَازٌ,في الكلام هو أن يؤدّى المعنى بطريق هو أبلغ من جميع ما عداه من الطرق,False,293283.0,38
41168,إِفْتَاءٌ,بيان حكم المسألة,False,293253.0,38
41169,إِفْراطٌ,الفرق بين الإفراط والتفريط أن الإفراط يستعمل في تجاوز الحدّ من جانب الزيادة والكمال والتفريط يستعمل في تجاوز الحدّ من جانب النقصان والتقصير,False,293283.0,38
41171,الأفق المبين,هي نهاية مقام القلب,False,293300.0,38
41172,أفعال المقاربة,ما وضع لِدُنُوّ الخبر رجاءً أو حصولاً أو أخذاً فيه,False,293203.0,38
41173,الأفعال الناقصة,ما وضع لتقرير الفاعل على صفة,False,293203.0,38
41174,أفعال التعجّب,ما وضع لإنشاء التعجّب وله صيغتان ما أفعله وأفعِل بِ,False,293203.0,38
41175,أفعال المدح والذمّ,ما وضع لإنشاء مدح أو ذمّ نحو نِعمَ وبئسَ,False,293203.0,38
41177,إِقْدَامٌ,الأخذ عن إيجاد العقد والشروع في إحداثه,False,293228.0,38
41179,اِقْتِباسٌ,وهو أن يضمّن الكلام نثراً كان أو نظماً شيئا من القرآن أو الحديث كقول ابن شمعون في وعظه يا قوم اصبروا على المحرمات وصابروا على المفترضات وراقبوا بالمراقبات واتّقوا الله في الخلوات ترفع لكم الدرجات وكقو,False,293253.0,38
41180,اِقْتِضَاءٌ,وهو طلب الفعل مع المنع عن الترك وهو الايجاب أو بدونه وهو الندب أو طلب الترك مع المنع عن الفعل وهو التحريم أو بدونه وهو الكراهة,False,293253.0,38
41181,اقتضاء النصّ,عبارة عمّا لم يعمل النصّ الا بشرط تقدّم عليه فإنّ ذلك أمر اقتضاه النصّ بصحّة ما تناوله النصّ وإذا لم يصحّ لا يكون مضافاً الى النصّ فكان المقتضى كالثابت بالنصّ مثاله إذا قال الرجل لآخر اعتق عبدك هذا عن,False,293283.0,38
41187,إِلْحَاقٌ,جعل مثال على مثال أزيد ليعامل معاملته وشرطه اتّحاد المصدرين,False,293253.0,38
41189,إِلْهَامٌ,ما يلقى في الروع بطريق الفيض وقيل الإلهام ما وقع في القلب من علم وهو يدعو الى العمل من غير استدلال بآية ولا نظر في حجّته وهو ليس بحجّة عند العلماء إلا عند الصوفيين,False,293283.0,38
41193,إِلْيَاسٌ,يعبّر به عن القبض فإنّه إدريس ولارتفاعه الى العالم الروحاني استهلكت قواه المزاجيّة في الغيب وقبضت فيه ولذلك عبّر عن القبض به,False,293226.0,38
41194,أولو الألباب,هم الذين يأخذون من كلّ قشر لبابه ويطلبون من ظاهر الحديث سرّه,False,293264.0,38
41195,اِلْتِفَاتٌ,هو العدول غن الغيبة الى الخطاب أو التكلّم أو على العكس,False,293253.0,38
41197,الإمامان,هما الشخصان اللذان أحدهما عن يمين الغوث أي القطب ونظره في الملكوت وهو مرآة ما يتوجّه من المركز القطبي الى العالم الروحاني من الامدادات التي هي مادّة الوجود والبقاء وهذا الامام مرآته لا محالة والآخر عن,False,293302.0,38
41198,إِمَامٌ,وهو الذي له الرياسة العامّة في الدين والدنيا جميعاً,False,293223.0,38
41201,الأمر بالمعروف والنهي عن المنكر,الأمر بالمعروف هو الارشاد الى المراشد المنجية والنهي عن المنكر الزجر عما لا يلايم في الشريعة وقيل الأمر بالمعروف الدلالة على الخير والنهي عن المنكر المنع عن الشرّ وقيل الأمر بالمعروف أمر بما يوافق الك,False,293253.0,38
41206,الإمكان العامّ,وهو سلب الضرورة عن أحد الطرفين كقولنا كلّ نار حارّة فإنّ الحرارة ضرورية بالنسبة الى النار وعدمها ليس بضروري وإلا لكان الخاصّ أعمّ مطلقاً,False,293283.0,38
41208,أَمْرٌ1,هو قول قائل لمن دونه افعل,False,293253.0,38
41209,الأمر الحاضر,وهو ما يطلب به الفعل من الفاعل الحاضر ولذا سمّي به ويقال له الأمر بالصيغة لأنّ حصوله بالصيغة المخصوصة دون اللام كما في أمر الغائب,False,293283.0,38
41213,إِمَالَةٌ,أن تُنَحّي بالفتحة نحو الكسرة,False,293283.0,38
41215,إِمَامِيَّةٌ,وهم الذين قالوا بالنصّ الجليّ على إمامة عليّ رضي الله عنه وكفّروا الصحابة وهم الذين خرجوا على عليّ رضي الله عنه عند التحكيم وكفّروه وهم اثني عشر ألف رجل كانوا أهل صلاة وصيام وفيهم قال النبي صلى الله ع,False,293867.0,38
41218,الانصداع,هو الفرق بعد الجمع بظهور الكثرة واعتبار صفاتها,False,293252.0,38
41220,إِنِيَةٌ,تحقّق الوجود العيني من حيث رتبته الذاتية,False,293252.0,38
41221,أَنِينٌ,وهو صوت المتألّم للألم,False,293203.0,38
41223,الإنسان الكامل,هو الجامع لجميع العوالم الإلهيّة والكونيّة الكليّة والجزئيّة وهو كتاب جامع للكتب الإلهيّة والكونيّة فمن حيث روحه وعقله كتاب عقليّ مسمّى بأمّ الكتاب ومن حيث قلبه كتاب اللوح المحفوظ ومن حيث نفسه كتاب ال,False,293264.0,38
41226,اِنْعِطَافٌ,حركة في سمت واحد لكن لا على مسافة الحركة الأولى بعينها بل خارج ومعوّج عن تلك المساقة بخلاف الرجوع,False,293215.0,38
41227,الانفعال وأن ينفعل,وهما الهيئة الحاصلة للمتأثّر عن غيره بسبب التأثير أو لا كالهيئة الحاصلة للمنقطع ما دام منقطعاً,False,293226.0,38
41228,أن يفعل,وهو كون الشيء مؤثّراً كالقاطع ماد دام قاطعاً,False,293222.0,38
41232,الأواسط,هي الدلائل والحجج التي يستدلّ بها على الدعاوي,False,293284.0,38
41234,وَتَدٌ|وَتِدٌ,هم أربعة رجال منازلهم على منازل الأربعة الأركاني من العالم شرق وغرب وشمال وجنوب,False,293302.0,38
41236,أهل الذوق,من يكون حكم تجليّاته نازلاً من مقام روحه وقلبه الى مقام نفسه وقواه كأنّه يجد ذلك حسّاً ويدركه ذوقاً بل يلوح ذلك من وجوههم,False,293264.0,38
41237,أهل الأهواء,أهل القبلة الذين لا يكونمعتقدهم معتقد أهل السنة وهم الجبريّة والقدريّة والروافض والخوارج والمعطّلة والمشبّهة وكلّ منهم اثني عشر فرقة فصاروا اثنين وسبعين,False,293867.0,38
41241,إِيمَاءٌ,القاء المعنى في النفس بخفاء وسرعة,False,293472.0,38
41242,الايقان بالشيء,هو العلم بحقيقته بعد النظر والاستدلال ولذلك لا يوصف الله باليقين,False,293253.0,38
41244,إِيلَاءٌ2,هو اليمين على ترك وطئ المنكوحة مدّته مثل والله لا أجامعك أربعة أشهر,False,293252.0,38
41246,الآئسة,وهي التي لم تحض في مدّة خمس وخمسين سنة,False,293265.0,38
